,약용식물분포설명,약용식물복용방법설명,약용식물효과설명,약용식물번호,약용식물전경이미지URL,약용식물약재명,약용식물종명,약용식물이용부위이미지URL,약용식물이용이미지URL,식물분류명,식물생태설명,식물과명,식물종학명,이용방법설명
131,"한국(중남부), 중국, 일본",(내복): 탕전(湯煎)하거나 가루 내어 복용한다. (외용): 가루를 낸 후 마유(麻油)에 개어 상처 부위에 바른다.,"건선, 경혈, 산 어소 종, 양 혈지 혈, 어혈, 연골증, 월경이상, 이뇨, 인후 통증, 자궁출혈, 장 출혈, 종독, 지혈, 타박상, 토혈 각혈, 통리수도, 화상, 활혈",274,http://api.forest.go.kr/openapi/image/2015274/20152741.jpg,산다화(山茶花),동백나무,http://api.forest.go.kr/openapi/image/2015274/20152742.jpg,http://api.forest.go.kr/openapi/image/2015274/20152743.jpg,피자식물/쌍자엽식물,"바닷가에 자라는 상록소교목으로 높이가 7m에 달하며 기부에서 갈라져 관목 상으로 되고 수피는 평활하다. 잎은 호생하고 타원형이고 점 첨두 넓은 예저이며 물결형의 잔 톱니가 있다. 꽃은 적색이고 2∼4월에 가지 끝이나 잎겨드랑이에 1개씩 달린다. 열매는 삭과로 둥글고 3실이며 종자는 짙은 갈색이다.
 ☞ 애기동백에 비해 잎의 크고 꽃잎은 서로 붙어 반쯤 벌어진다.",차나무과(Theaceae),Camellia japonica L.,꽃을 개화 직전에 채취하여 햇볕에 말린다.
132,"한국(전국), 중국",(내복): 탕전(湯煎)하여 복용한다.,"건 비보신, 건 비위, 근골동통, 기부족, 백대하, 비위허약, 빈뇨, 사리, 소갈, 요통, 자한, 토역, 하리, 현훈",216,http://api.forest.go.kr/openapi/image/2015216/20152161.jpg,강두(豇豆),동부,http://api.forest.go.kr/openapi/image/2015216/20152162.jpg,http://api.forest.go.kr/openapi/image/2015216/20152163.jpg,피자식물/쌍자엽식물,"재배하는 일년생 덩굴식물로 전체에 털이 없다. 잎은 3출복엽이고 정소엽은 사각 상 난형이며 끝이 뾰족하다. 꽃은 연한 황색으로 8월에 피고 꽃받침이 종 모양이다. 열매는 협과로 선형으로 약간 굽으며 종자는 16개 정도 들어 있다.
 ☞ 등갈퀴나물에 비해 잎이 약간 경질이고 소엽의 수가 적다.",콩과(Leguminosae),Vigna unguiculata (L.) Walp.,종자를 채취하여 햇볕에 말린다.
133,"한국(전국), 중국, 러시아, 몽골, 북아메리카",(내복): 탕전(湯煎)하거나 즙을 내어 복용한다.,"거풍, 산한, 염좌, 위내정수, 전신동통, 진통, 치질, 타박상, 풍, 현기증, 어지럼",92,http://api.forest.go.kr/openapi/image/2015092/20150921.jpg,여제초(驪蹄草),동의나물,http://api.forest.go.kr/openapi/image/2015092/20150922.jpg,http://api.forest.go.kr/openapi/image/2015092/20150923.jpg,피자식물/쌍자엽식물,"습지에 자라는 다년초로 높이가 50㎝에 달하고 근경은 짧고 굵으며 뿌리가 있다. 뿌리에서 돋은 잎은 모여나고 신장형 또는 난상 신장형이며 물결형의 둔한 톱니가 있고 줄기에 달린 잎은 잎자루가 없다. 꽃은 황색으로 4∼5월 원줄기 끝에 2개씩 달린다. 열매는 골돌로 끝에 암술대가 남아 있다.
 ☞ 애기동의나물보다 전체가 크고 꽃이 황색이다.",미나리아재비과(Ranunculaceae),Caltha palustris L.,전초를 여름에 채취하여 햇볕에 말린다.
134,"한국(전국), 중국, 러시아",(내복): 탕전(湯煎)하여 복용한다. (내복): 짓찧어 상처부위에 바른다.,"감적, 천연두, 해독, 해열",77,http://api.forest.go.kr/openapi/image/2015077/20150771.jpg,천열전추라(淺裂剪秋羅),동자꽃,http://api.forest.go.kr/openapi/image/2015077/20150772.jpg,http://api.forest.go.kr/openapi/image/2015077/20150773.jpg,피자식물/쌍자엽식물,"깊은 산 숲이나 초원에 자라는 다년초로 높이 40∼100㎝이고 줄기는 곧추서며 긴 털이 있다. 잎은 마주나기 하며 잎자루가 없고 난형 또는 장타원형이고 가장자리가 밋밋하다. 꽃은 진한 적색으로 7∼8월에 잎겨드랑이에 1개씩 달린다. 열매는 튀는열매로서 꽃받침통 안에 들어있다.
 ☞ 털동자꽃보다 전체에 털이 적고 잎의 기부가 좁으며 꽃잎은 얕게 갈라진다.",석죽과(Caryophyllaceae),Lychnis cognata Maxim.,천초를 여름부터 가을에 채취하여 말린다.
135,"한국(전국), 중국, 일본, 러시아",(내복): 탕전(湯煎)하여 복용한다. (외용): 짓찧어 상처 부위에 붙인다.,"간염, 강장, 강정자신, 강정제, 거담, 거풍활혈, 건 비위, 건 위, 고혈압, 골절번통, 골절증, 골증열, 관절염, 당뇨병, 만성간염, 보기안신, 신경쇠약, 위경련, 위궤양, 위암, 위장염, 음위, 장위카타르, 중풍, 축농증, 타박상, 통풍, 폐렴, 풍, 해열, 현벽, 활혈, 황달",294,http://api.forest.go.kr/openapi/image/2015294/20152941.jpg,총목피(楤木皮),두릅나무,http://api.forest.go.kr/openapi/image/2015294/20152942.jpg,http://api.forest.go.kr/openapi/image/2015294/20152943.jpg,피자식물/쌍자엽식물,"숲 가장자리에 자라는 낙엽관목으로 높이 3∼4m이고 원줄기에 굳센 가시가 있다. 잎은 호생하고 홀수 2회 우상복엽이며 소엽은 난형 또는 난상 타원형이고 점 첨 두이며 예저 또는 원저이다. 꽃은 백색으로 8∼9월에 가지 끝에 복총상화서로 달린다. 열매는 장과 모양으로 둥글며 종자는 뒷면에 작은 돌기가 있다.
 ☞ 독 활에 비해 관목이고 줄기와 잎에 가시가 있다.",두릅나무과(Araliaceae),Aralia elata (Miq.) Seem.,뿌리와 수피를 봄에 채취하여 가시를 제거하고 햇볕에 말린다.
136,"한국(전국), 중국",(내복): 탕전(湯煎)하거나 환제 또는 가루약으로 하여 복용하거나 술에 담가 복용한다.,"간 기능회복, 강근골, 강장, 강장보호, 고혈압, 관절염, 근골동통, 근육통, 근골위약, 근육통, 기부족, 기억력감퇴, 보간신, 사태, 신경통, 안태, 요통, 음낭습, 발기불능, 이완출혈, 정력증진, 진정, 진통, 척추질환, 척추카리에스, 통리수도, 피부노화방지, 하지근무력증, 어지럼",149,http://api.forest.go.kr/openapi/image/2015149/20151491.jpg,두충(杜沖),두충,http://api.forest.go.kr/openapi/image/2015149/20151492.jpg,http://api.forest.go.kr/openapi/image/2015149/20151493.jpg,피자식물/쌍자엽식물,약용으로 심는 낙엽교목으로 높이가 20m에 달한다. 잎은 어긋나기하며 타원형이고 넓은 예저 또는 둔저로서 끝이 갑자기 좁아져서 뾰족해지고 양면에 털이 거의 없으며 가장자리에 예리한 톱니가 있다. 꽃은 2가화로서 잎과 동시에 피고 잎겨드랑이에 달린다. 열매는 장타원형이고 날개가 있다.,두충과(Eucommiaceae),Eucommia ulmoides Oliv.,나무껍질을 5월경에 벗겨 코르크층을 깎아 낸 다음 햇볕에 말린다.
137,"한국(전국), 중국, 일본, 러시아, 몽고","(내복): 탕전(湯煎)하거나, 환제 또는 가루약으로 복용한다.","간작반, 강장 보호, 건해, 근골 위약, 당뇨, 만성피로, 명목, 생진 양위, 소아천식, 오지, 오풍, 완화, 요통, 윤폐, 자양, 자양강장, 장생, 정력증진, 제습, 조갈증, 종창, 청력보강, 치열, 치한, 태독, 통풍, 폐결핵, 폐렴, 폐창, 풍습, 풍열, 피부 윤택, 해열, 허약체질, 협심증 등",513,http://api.forest.go.kr/openapi/image/2015513/20155131.jpg,옥죽(玉竹),둥굴레,http://api.forest.go.kr/openapi/image/2015513/20155132.jpg,http://api.forest.go.kr/openapi/image/2015513/20155133.jpg,피자식물 / 단자엽식물,"산야에 자라는 다년초로서 높이 30∼60㎝이고 6줄의 능 각이 있고 끝이 처진다. 잎은 호생하며 한쪽으로 치우쳐 달리며 장타원형이고 잎자루가 없다. 꽃은 백색으로 6∼7월에 잎겨드랑이에 1∼2개씩 달린다. 열매는 장과로서 둥글고 흑색으로 익는다.
 ☞ 각시둥굴레보다 줄기 상부가 활같이 굽고 잎 뒤가 분백색이다.",백합과(Liliaceae),Polygonatum odoratum var. pluriflorum (Miq.) Ohwi,근경을 가을부터 봄까지 채취하여 수증기로 쪄서 말린다.
138,"한국(전국), 동남아시아",(내복): 탕전(湯煎)하여 복용한다.,"감기, 강장, 강장 보호, 건망증, 건위, 고혈압, 기관지천식, 만성위염, 만성피로, 소화, 안오장, 위산과다증, 위장염, 윤폐, 윤피부, 음종, 저혈압, 정력증진, 정수 고갈, 조갈증, 충독, 칠독, 피부 윤택, 해소.",369,http://api.forest.go.kr/openapi/image/2015369/20153691.jpg,백소자(白蘇子),들깨,http://api.forest.go.kr/openapi/image/2015369/20153692.jpg,http://api.forest.go.kr/openapi/image/2015369/20153693.jpg,피자식물/쌍자엽식물,재배하는 일년초로서 높이 90∼150㎝이고 사각이 지며 곧추 자라고 긴 털이 있다. 잎은 대생하며 난상 원형이고 끝이 뾰족하며 원저 또는 넓은 예저이고 둔한 톱니가 있다. 꽃은 백색으로 8∼9월에 가지 끝과 원줄기 끝의 총상화서로 달린다. 열매는 둥글며 종자는 좁쌀 같다.,꿀풀과(Labiatae),Perilla frutescens var. japonica (Hassk.) H. Hara,종자를 채취하여 말린다.
139,"한국(전국), 중국, 일본",(내복): 탕전(湯煎)하여 복용한다.,"구내염, 근골동통, 설사, 자궁근종",217,http://api.forest.go.kr/openapi/image/2015217/20152171.jpg,등(籐),등,http://api.forest.go.kr/openapi/image/2015217/20152172.jpg,http://api.forest.go.kr/openapi/image/2015217/20152173.jpg,피자식물/쌍자엽식물,"집 근처에 자라는 낙엽 덩굴식물로서 길이가 10m에 달하고 잔가지는 엷은 막으로 덮여 있다. 잎은 호생하고 홀수 1회 우상복엽이며 소엽은 점 첨 두이고 원저이다. 꽃은 연한 자주색으로 5월에 핀다. 열매는 협과로 털이 있고 기부로 갈수록 좁아진다. 
 ☞ 애기등에 비해 총상화서가 가지 끝에 나고 꽃이 연한 자색이다.",콩과(Leguminosae),Wisteria floribunda (Willd.) DC.,줄기를 채취하여 말린다.
140,"한국(전국), 중국, 일본","(내복): 탕전(湯煎)하거나, 즙을 내어 복용한다. (외용) 짓찧어 상처 부위에 붙이거나, 물로 달여 닦아낸다.","감기, 거서, 고혈압, 관절염, 기관지염, 당뇨, 맹장염, 보익, 산후복통, 생기, 소종, 수종, 월경이상, 자궁암, 중풍, 치암, 토혈, 통경, 편도선염, 폐렴, 폐암, 풍, 피부암, 해독, 해열, 화습, 활혈, 황달",445,http://api.forest.go.kr/openapi/image/2015445/20154451.jpg,칭간초(秤杆草),등골나물,http://api.forest.go.kr/openapi/image/2015445/20154452.jpg,http://api.forest.go.kr/openapi/image/2015445/20154453.jpg,피자식물/쌍자엽식물,"냇가나 들에 자라는 다년초로서 높이가 2m에 달하고 가지에 꼬부라진 털이 있고 원줄기에 자줏빛이 도는 점이 있다. 중앙의 큰 잎은 대생하며 타원형으로 끝이 뾰족하고 톱니가 있다. 꽃은 연한 홍자색으로 7∼10월에 원줄기 끝에 산방 꽃차례에 달린다. 열매는 수과로 원통형이고 털이 있다.
 ☞ 벌등골나물보다 근경이 짧고 잎 뒤에 선점이 있다.",국화과(Compositae),Eupatorium japonicum Thunb.,전초와 뿌리를 가을에 채취하여 햇볕에 말린다.
141,"한국(전국), 중국, 일본, 러시아",(내복): 탕전(湯煎)하여 복용한다.,"강심제, 강화, 구내염, 복통, 사독, 신경쇠약, 요독증, 이뇨, 종독, 주독, 진통, 진해, 창저, 천식, 청혈, 치열, 치질, 통경, 하유, 해독, 해열, 현기증",51,http://api.forest.go.kr/openapi/image/2015051/20150511.jpg,관목통(關木通),등칡,http://api.forest.go.kr/openapi/image/2015051/20150512.jpg,http://api.forest.go.kr/openapi/image/2015051/20150513.jpg,피자식물/쌍자엽식물,"깊은 산골짜기에 자라는 낙엽성 덩굴식물로 길이가 10m에 달하고 새가지는 녹색이다. 잎은 둥글고 첨두 심장저이며 톱니가 없고 표면에 털이 없다. 꽃은 이가화로 5월에 피고 잎겨드랑이에 1개씩 달린다. 열매는 튀는열매로 장타원형이며 6개의 능선이 있으며 9∼10월에 익는다.
 ☞ 쥐방울덩굴보다 목본이고 오래된 줄기에 코르크가 발달한다.",쥐방울덩굴과(Aristolochiaceae),Aristolochia manshuriensis Kom.,뿌리를 가을부터 봄까지 채취하여 거친 껍질을 제거 후 말린다.
142,"한국(전국), 중국, 일본, 러시아, 대만, 몽고",(내복): 탕전(湯煎)하거나 즙을 내어 복용한다. (외용): 짓찧어서 상처 부위에 붙이거나 가루 내어 상처 부위에 사용한다.,"골격통, 골절, 근골동통, 근육통, 보익, 부인하혈, 양혈, 지혈, 옴, 이질, 자궁내막염, 제습, 종독, 지혈, 청열해독, 토혈각혈, 통경, 폐결핵, 폐보, 풍, 하리, 해독, 해열",160,http://api.forest.go.kr/openapi/image/2015160/20151601.jpg,위릉채(萎陵菜),딱지꽃,http://api.forest.go.kr/openapi/image/2015160/20151602.jpg,http://api.forest.go.kr/openapi/image/2015160/20151603.jpg,피자식물/쌍자엽식물,산야의 양지에 자라는 다년초로 높이가 30∼60㎝이며 뿌리가 굵다. 잎은 우상복엽으로 근생엽은 옆으로 퍼지고 줄기에 달린 잎은 어긋나기하며 밑부분의 것은 점차 작아진다. 꽃은 황색으로 6∼7월에 피고 취산화서로 달린다. 열매는 수과로 넓은 난형이고 세로로 주름이 진다. ☞ 넓은양지꽃에 비해 근생엽에 소엽이 많고 소엽이 갈라진다.,장미과(Rosaceae),Potentilla chinensis Ser.,전초를 봄부터 가을에 채취하여 햇볕에 말린다.
143,"한국(전국), 중국, 일본",(내복): 탕전(湯煎)하여 복용한다.,"강장, 자한, 지한",201,http://api.forest.go.kr/openapi/image/2015201/20152011.jpg,산두근(山豆根),땅비싸리,http://api.forest.go.kr/openapi/image/2015201/20152012.jpg,http://api.forest.go.kr/openapi/image/2015201/20152013.jpg,피자식물/쌍자엽식물,산기슭 양지에 자라는 낙엽소관목으로 높이가 1m에 달하고 뿌리에서 많은 맹아가 나와서 군생하는 것처럼 보인다. 잎은 어긋나기하고 홀수 1회 우상복엽이며 소엽은 7∼11개씩이고 도란형 또는 타원형이고 미철두이며 예저 또는 원저이다. 꽃은 홍자색으로 5∼6월에 핀다. 열매 꼬투리열매이고 종자는 긴 원기둥꼴이며 흑자색이다. ☞ 낭아초보다 소관목으로 5월에 꽃이 핀다.,콩과(Leguminosae),Indigofera kirilowii Maxim. ex Palib.,뿌리를 가을에 채취하여 햇볕에 말린다.
144,"한국(전국), 남아메리카",(내복): 탕전(湯煎)하거나 중탕하여 복용한다.,"각기, 감기, 강장, 강장보호, 거담, 건위, 고혈압, 기관지염, 담, 만성간염, 만성피로, 반위, 암, 위궤양, 유즙결핍, 윤폐, 조해, 치매증, 피부노화방지, 화위, 황달",190,http://api.forest.go.kr/openapi/image/2015190/20151901.jpg,낙화생(落花生),땅콩,http://api.forest.go.kr/openapi/image/2015190/20151902.jpg,http://api.forest.go.kr/openapi/image/2015190/20151903.jpg,피자식물/쌍자엽식물,재배하는 일년초로서 높이가 60㎝에 달하고 원줄기는 밑부분에서 갈라져 옆으로 비스듬히 자란다. 잎은 어긋나기하고 짝수 1회 우상복엽이며 소엽은 4개이고 난형 또는 도란형으로서 예저이다. 꽃은 황색으로 7∼9월에 잎겨드랑이에서 1개씩 달린다. 꼬투리는 장타원형이며 그물 같은 맥이 있다.,콩과(Leguminosae),Arachis hypogaea L.,종자를 과일 성숙기에 채취하여 햇볕에 말린다.
145,"한국(중남부), 중국, 일본, 대만, 필리핀",(내복): 탕전(湯煎)하여 복용한다.,"거풍습, 구충, 기관지염, 살충, 인후통, 청화, 풍습 관절염, 후두염, 흥분성 거담, 흥분제",328,http://api.forest.go.kr/openapi/image/2015328/20153281.jpg,매마등(買麻藤),때죽나무,http://api.forest.go.kr/openapi/image/2015328/20153282.jpg,http://api.forest.go.kr/openapi/image/2015328/20153283.jpg,피자식물/쌍자엽식물,산에 자라는 낙엽소교목으로 높이가 10m에 달하고 가지에 성모가 있으며 표피가 벗겨진다. 잎은 호생하며 난형 또는 장타원형이고 점첨두 또는 첨두이며 예저이고 가장자리에 치아 상 톱니가 있다. 꽃은 백색으로 5∼6월에 잎겨드랑이에 총상화서로 달린다. 열매는 핵과로 껍질이 불규칙하게 갈라지고 9월에 익는다. ☞ 쪽동백에 비해 잎은 소형이고 동아는 노출된다.,때죽나무과(Styracaceae),Styrax japonicus Siebold & Zucc.,꽃을 개화기에 채취하여 말린다.
